Tabela de valores para implementação em tempo 3
x;U(x);exact_solution
0.009900990099;7.868516506220;0.062169637431
0.019801980198;14.367149905653;0.124098752613
0.029702970297;-1.641680564304;0.185547753829
0.039603960396;-1.630799787260;0.246278906832
0.049504950495;-1.613609762649;0.306057254588
0.059405940594;-1.590176995338;0.364651526283
0.069306930693;-1.560592142152;0.421835032062
0.079207920792;-1.524969661139;0.477386540051
0.089108910891;-1.483447368759;0.531091132257
0.099009900990;-1.436185906694;0.582741036046
0.108910891089;-1.383368120361;0.632136427974
0.118811881188;-1.325198351512;0.679086206866
0.128712871287;-1.261901647684;0.723408733147
0.138613861386;-1.193722891527;0.764932531575
0.148514851485;-1.120925853405;0.803496954639
0.158415841584;-1.043792170914;0.838952804078
0.168316831683;-0.962620259289;0.871162908100
0.178217821782;-0.877724156886;0.900002652069
0.188118811881;-0.789432310233;0.925360460617
0.198019801980;-0.698086303333;0.947138229311
0.207920792079;-0.604039536140;0.965251704193
0.217821782178;-0.507655857327;0.979630807749
0.227722772277;-0.409308156623;0.990219910020
0.237623762376;-0.309376922176;0.996978043826
0.247524752475;-0.208248768519;0.999879063260
0.257425742574;-0.106314940832;0.998911744843
0.267326732673;-0.003969801293;0.994079830940
0.277227722772;0.098390696636;0.985402015289
0.287128712871;0.200370540074;0.972911870671
0.297029702970;0.301575188818;0.956657719031
0.306930693069;0.401613101742;0.936702444524
0.316831683168;0.500097251596;0.913123250229
0.326732673267;0.596646622336;0.886011359468
0.336633663366;0.690887683204;0.855471662881
0.346534653465;0.782455833841;0.821622312620
0.356435643564;0.870996814863;0.784594265246
0.366336633663;0.956168078415;0.744530775081
0.376237623762;1.037640113423;0.701586839985
0.386138613861;1.115097720411;0.655928601700
0.396039603960;1.188241230947;0.607732703081
0.405940594059;1.256787666996;0.557185604695
0.415841584158;1.320471835714;0.504482863449
0.425742574257;1.379047355424;0.449828376008
0.435643564356;1.432287608819;0.393433589967
0.445544554455;1.479986619703;0.335516685798
0.455445544554;1.521959849868;0.276301732751
0.465346534653;1.558044913040;0.216017821976
0.475247524752;1.588102203121;0.154898180214
0.485148514851;1.612015434294;0.093179267484
0.495049504950;1.629692090914;0.031099862270
0.504950495050;1.641063785429;-0.031099862270
0.514851485149;1.646086522964;-0.093179267484
0.524752475248;1.644740871522;-0.154898180214
0.534653465347;1.637032037167;-0.216017821976
0.544554455446;1.622989843882;-0.276301732751
0.554455445545;1.602668618184;-0.335516685798
0.564356435644;1.576146978950;-0.393433589967
0.574257425743;1.543527533246;-0.449828376008
0.584158415842;1.504936479373;-0.504482863449
0.594059405941;1.460523118622;-0.557185604695
0.603960396040;1.410459277657;-0.607732703081
0.613861386139;1.354938643752;-0.655928601700
0.623762376238;1.294176015454;-0.701586839985
0.633663366337;1.228406471569;-0.744530775081
0.643564356436;1.157884461684;-0.784594265246
0.653465346535;1.082882821756;-0.821622312620
0.663366336634;1.003691718559;-0.855471662881
0.673267326733;0.920617527087;-0.886011359468
0.683168316832;0.833981645249;-0.913123250229
0.693069306931;0.744119250441;-0.936702444524
0.702970297030;0.651378002811;-0.956657719031
0.712871287129;0.556116700229;-0.972911870671
0.722772277228;0.458703890169;-0.985402015289
0.732673267327;0.359516443869;-0.994079830940
0.742574257426;0.258938098291;-0.998911744843
0.752475247525;0.157357971513;-0.999879063260
0.762376237624;0.055169057313;-0.996978043826
0.772277227723;-0.047233295253;-0.990219910020
0.782178217822;-0.149452911375;-0.979630807749
0.792079207921;-0.251094323217;-0.965251704193
0.801980198020;-0.351764299901;-0.947138229311
0.811881188119;-0.451073368845;-0.925360460617
0.821782178218;-0.548637322555;-0.900002652069
0.831683168317;-0.644078705045;-0.871162908100
0.841584158416;-0.737028272149;-0.838952804078
0.851485148515;-0.827126420048;-0.803496954639
0.861386138614;-0.914024576512;-0.764932531575
0.871287128713;-0.997386549455;-0.723408733147
0.881188118812;-1.076889827596;-0.679086206866
0.891089108911;-1.152226828199;-0.632136427974
0.900990099010;-1.223106087044;-0.582741036046
0.910891089109;-1.289253386048;-0.531091132257
0.920792079208;-1.350412814160;-0.477386540051
0.930693069307;-1.406347757435;-0.421835032062
0.940594059406;-1.456841814445;-0.364651526283
0.950495049505;-1.501699633490;-0.306057254588
0.960396039604;-1.540747668384;-0.246278906832
0.970297029703;15.994029943254;-0.185547753829
0.980198019802;-11.599446507727;-0.124098752613
0.990099009901;0.000000000000;-0.062169637431
