Tabela de valores para implementação com 100 subintervalos
Tempo de execução = 0.000370000000 seg.

t;x;Co
0.000000000000;0.000000000000;0.009033694511
0.000000000000;0.009900990099;0.015792822250
0.000000000000;0.019801980198;0.026653508383
0.000000000000;0.029702970297;0.043424927081
0.000000000000;0.039603960396;0.068297975690
0.000000000000;0.049504950495;0.103694783770
0.000000000000;0.059405940594;0.151979168376
0.000000000000;0.069306930693;0.215024460916
0.000000000000;0.079207920792;0.293675299444
0.000000000000;0.089108910891;0.387188236570
0.000000000000;0.099009900990;0.492778469663
0.000000000000;0.108910891089;0.605418858688
0.000000000000;0.118811881188;0.718017048007
0.000000000000;0.128712871287;0.822031032520
0.000000000000;0.138613861386;0.908482356281
0.000000000000;0.148514851485;0.969214599666
0.000000000000;0.158415841584;0.998157609247
0.000000000000;0.168316831683;0.992327227204
0.000000000000;0.178217821782;0.952332720356
0.000000000000;0.188118811881;0.882272515493
0.000000000000;0.198019801980;0.789042964107
0.000000000000;0.207920792079;0.681221525635
0.000000000000;0.217821782178;0.567774526383
0.000000000000;0.227722772277;0.456857253363
0.000000000000;0.237623762376;0.354921754518
0.000000000000;0.247524752475;0.266248422867
0.000000000000;0.257425742574;0.192905771574
0.000000000000;0.267326732673;0.135051453721
0.000000000000;0.277227722772;0.091436927998
0.000000000000;0.287128712871;0.059972178093
0.000000000000;0.297029702970;0.038235613128
0.000000000000;0.306930693069;0.023860549485
0.000000000000;0.316831683168;0.014776466601
0.000000000000;0.326732673267;0.009318779438
0.000000000000;0.336633663366;0.006240480956
0.000000000000;0.346534653465;0.004663948761
0.000000000000;0.356435643564;0.004006123139
0.000000000000;0.366336633663;0.003900506963
0.000000000000;0.376237623762;0.004129281417
0.000000000000;0.386138613861;0.004570746232
0.000000000000;0.396039603960;0.005162092702
0.000000000000;0.405940594059;0.005874921383
0.000000000000;0.415841584158;0.006700158610
0.000000000000;0.425742574257;0.007639301901
0.000000000000;0.435643564356;0.008699616781
0.000000000000;0.445544554455;0.009891642147
0.000000000000;0.455445544554;0.011227964873
0.000000000000;0.465346534653;0.012722653171
0.000000000000;0.475247524752;0.014391012611
0.000000000000;0.485148514851;0.016249490269
0.000000000000;0.495049504950;0.018315640950
0.000000000000;0.504950495050;0.020608114864
0.000000000000;0.514851485149;0.023146648186
0.000000000000;0.524752475248;0.025952047973
0.000000000000;0.534653465347;0.029046167332
0.000000000000;0.544554455446;0.032451868550
0.000000000000;0.554455445545;0.036192972644
0.000000000000;0.564356435644;0.040294194098
0.000000000000;0.574257425743;0.044781059725
0.000000000000;0.584158415842;0.049679810722
0.000000000000;0.594059405941;0.055017287081
0.000000000000;0.603960396040;0.060820793708
0.000000000000;0.613861386139;0.067117947708
0.000000000000;0.623762376238;0.073936506551
0.000000000000;0.633663366337;0.081304176972
0.000000000000;0.643564356436;0.089248404772
0.000000000000;0.653465346535;0.097796145892
0.000000000000;0.663366336634;0.106973619435
0.000000000000;0.673267326733;0.116806043618
0.000000000000;0.683168316832;0.127317355934
0.000000000000;0.693069306931;0.138529919138
0.000000000000;0.702970297030;0.150464215014
0.000000000000;0.712871287129;0.163138528178
0.000000000000;0.722772277228;0.176568622560
0.000000000000;0.732673267327;0.190767413470
0.000000000000;0.742574257426;0.205744638500
0.000000000000;0.752475247525;0.221506530787
0.000000000000;0.762376237624;0.238055498401
0.000000000000;0.772277227723;0.255389813878
0.000000000000;0.782178217822;0.273503318062
0.000000000000;0.792079207921;0.292385142577
0.000000000000;0.801980198020;0.312019455327
0.000000000000;0.811881188119;0.332385233421
0.000000000000;0.821782178218;0.353456067922
0.000000000000;0.831683168317;0.375200004669
0.000000000000;0.841584158416;0.397579425254
0.000000000000;0.851485148515;0.420550972026
0.000000000000;0.861386138614;0.444065520602
0.000000000000;0.871287128713;0.468068203054
0.000000000000;0.881188118812;0.492498484419
0.000000000000;0.891089108911;0.517290294690
0.000000000000;0.900990099010;0.542372217856
0.000000000000;0.910891089109;0.567667738905
0.000000000000;0.920792079208;0.593095549043
0.000000000000;0.930693069307;0.618569908639
0.000000000000;0.940594059406;0.644001066657
0.000000000000;0.950495049505;0.669295734590
0.000000000000;0.960396039604;0.694357612098
0.000000000000;0.970297029703;0.719087960823
0.000000000000;0.980198019802;0.743386222081
0.000000000000;0.990099009901;0.767150673429
0.000000000000;1.000000000000;0.000000000000
0.002968421516;0.000000000000;0.000000000000
0.002968421516;0.009900990099;0.024267109087
0.002968421516;0.019801980198;0.040946789418
0.002968421516;0.029702970297;0.066017755156
0.002968421516;0.039603960396;0.101697757644
0.002968421516;0.049504950495;0.149753575248
0.002968421516;0.059405940594;0.211002633593
0.002968421516;0.069306930693;0.284902536610
0.002968421516;0.079207920792;0.369384445085
0.002968421516;0.089108910891;0.461022488379
0.002968421516;0.099009900990;0.555502492390
0.002968421516;0.108910891089;0.648214505773
0.002968421516;0.118811881188;0.734725386888
0.002968421516;0.128712871287;0.810948908029
0.002968421516;0.138613861386;0.873011404127
0.002968421516;0.148514851485;0.917020212008
0.002968421516;0.158415841584;0.939051212774
0.002968421516;0.168316831683;0.935592830659
0.002968421516;0.178217821782;0.904435396800
0.002968421516;0.188118811881;0.845704736027
0.002968421516;0.198019801980;0.762574574380
0.002968421516;0.207920792079;0.661259409278
0.002968421516;0.217821782178;0.550164863414
0.002968421516;0.227722772277;0.438417459831
0.002968421516;0.237623762376;0.334238184019
0.002968421516;0.247524752475;0.243656219113
0.002968421516;0.257425742574;0.169888442815
0.002968421516;0.267326732673;0.113440123744
0.002968421516;0.277227722772;0.072743635178
0.002968421516;0.287128712871;0.045033708974
