Tabela de valores para implementação com 100 subintervalos
Tempo de execução = 0.000370000000 seg.

x;w;y;erro;Vel
0.000000000000;0.000000000000;0.000000000000;0.000000000000;-1.999738238159
0.009900990099;0.009611934656;0.009900990099;0.000289055443;-2.122553981689
0.019801980198;0.019551102005;0.019801980198;0.000250878193;-2.360699072723
0.029702970297;0.029489667833;0.029702970297;0.000213302464;-2.576841318849
0.039603960396;0.039426790415;0.039603960396;0.000177169981;-2.757805483685
0.049504950495;0.049362413257;0.049504950495;0.000142537238;-2.892560657304
0.059405940594;0.059296903082;0.059405940594;0.000109037512;-2.972892659935
0.069306930693;0.069230837181;0.069306930693;0.000076093512;-2.993904748148
0.079207920792;0.079164874019;0.079207920792;0.000043046773;-2.954316102325
0.089108910891;0.089099657970;0.089108910891;0.000009252921;-2.856539900714
0.099009900990;0.099035718037;0.099009900990;0.000025817046;-2.706536220957
0.108910891089;0.108973318733;0.108910891089;0.000062427644;-2.513448735678
0.118811881188;0.118912209345;0.118811881188;0.000100328156;-2.289047347829
0.128712871287;0.128851200195;0.128712871287;0.000138328908;-2.047010740696
0.138613861386;0.138787494041;0.138613861386;0.000173632655;-1.802092575670
0.148514851485;0.148715793973;0.148514851485;0.000200942487;-1.569222163314
0.158415841584;0.158627585321;0.158415841584;0.000211743737;-1.362594427500
0.168316831683;0.168511890471;0.168316831683;0.000195058788;-1.194804635054
0.178217821782;0.178359786271;0.178217821782;0.000141964489;-1.076080634613
0.188118811881;0.188173255401;0.188118811881;0.000054443520;-1.013659404593
0.198019801980;0.197971410870;0.198019801980;0.000048391110;-1.011345913601
0.207920792079;0.207782832955;0.207920792079;0.000137959125;-1.069281183537
0.217821782178;0.217627837682;0.217821782178;0.000193944496;-1.183933693425
0.227722772277;0.227509609314;0.227722772277;0.000213162964;-1.348314647938
0.237623762376;0.237419708927;0.237623762376;0.000204053449;-1.552403988662
0.247524752475;0.247347093819;0.247524752475;0.000177658656;-1.783761179999
0.257425742574;0.257283003204;0.257425742574;0.000142739370;-2.028283538466
0.267326732673;0.267221912881;0.267326732673;0.000104819792;-2.271065880412
0.277227722772;0.277160868476;0.277227722772;0.000066854297;-2.497309087194
0.287128712871;0.287098584884;0.287128712871;0.000030127988;-2.693222205018
0.297029702970;0.297034757535;0.297029702970;0.000005054565;-2.846863090765
0.306930693069;0.306969622255;0.306930693069;0.000038929186;-2.948866361111
0.316831683168;0.316903694072;0.316831683168;0.000072010904;-2.993014271849
0.326732673267;0.326837612473;0.326732673267;0.000104939206;-2.976615728711
0.336633663366;0.336772038041;0.336633663366;0.000138374675;-2.900670326575
0.346534653465;0.346707558100;0.346534653465;0.000172904635;-2.769807417839
0.356435643564;0.356644561472;0.356435643564;0.000208917907;-2.592003924122
0.366336633663;0.366583034246;0.366336633663;0.000246400582;-2.378098092464
0.376237623762;0.376522211848;0.376237623762;0.000284588086;-2.141128835645
0.386138613861;0.386460010643;0.386138613861;0.000321396782;-1.895540928019
0.396039603960;0.396392204571;0.396039603960;0.000352600610;-1.656304505195
0.405940594059;0.406311548875;0.405940594059;0.000370954816;-1.438002539629
0.415841584158;0.416207737050;0.415841584158;0.000366152892;-1.253941916256
0.425742574257;0.426070198147;0.425742574257;0.000327623890;-1.115342293725
0.435643564356;0.435895578677;0.435643564356;0.000252014320;-1.030652195276
0.445544554455;0.445696388615;0.445544554455;0.000151834160;-1.005034017831
0.455445544554;0.455499490902;0.455445544554;0.000053946348;-1.040049351266
0.465346534653;0.465330290812;0.465346534653;0.000016243841;-1.133563789638
0.475247524752;0.475198524726;0.475247524752;0.000049000027;-1.279877036716
0.485148514851;0.485099070677;0.485148514851;0.000049444174;-1.470070375080
0.495049504950;0.495021028670;0.495049504950;0.000028476280;-1.692550318328
0.504950495050;0.504954487281;0.504950495050;0.000003992232;-1.933755307374
0.514851485149;0.514892713397;0.514851485149;0.000041228249;-2.178982373203
0.524752475248;0.524831876403;0.524752475248;0.000079401155;-2.413283375796
0.534653465347;0.534770146211;0.534653465347;0.000116680864;-2.622376187764
0.544554455446;0.544706906095;0.544554455446;0.000152450650;-2.793515280303
0.554455445545;0.554642223230;0.554455445545;0.000186777685;-2.916268643760
0.564356435644;0.564576528123;0.564356435644;0.000220092480;-2.983153684570
0.574257425743;0.574510426467;0.574257425743;0.000253000724;-2.990093336639
0.584158415842;0.584444581537;0.584158415842;0.000286165696;-2.936664584299
0.594059405941;0.594379620997;0.594059405941;0.000320215056;-2.826124247790
0.603960396040;0.604316028525;0.603960396040;0.000355632486;-2.665210459472
0.613861386139;0.614253976555;0.613861386139;0.000392590417;-2.463731932062
0.623762376238;0.624193042359;0.623762376238;0.000430666122;-2.233970055579
0.633663366337;0.634131732950;0.633663366337;0.000468366613;-1.989930268980
0.643564356436;0.644066755481;0.643564356436;0.000502399045;-1.746488340109
0.653465346535;0.653992106846;0.653465346535;0.000526760311;-1.518483593604
0.663366336634;0.663898537129;0.663366336634;0.000532200495;-1.319814360241
0.673267326733;0.673774959269;0.673267326733;0.000507632536;-1.162590785805
0.683168316832;0.683614101225;0.683168316832;0.000445784393;-1.056396641146
0.693069306931;0.693421722834;0.693069306931;0.000352415903;-1.007705130756
0.702970297030;0.703220425403;0.702970297030;0.000250128374;-1.019484310027
0.712871287129;0.713038432689;0.712871287129;0.000167145561;-1.091016163512
0.722772277228;0.722892261338;0.722772277228;0.000119984110;-1.217940372508
0.732673267327;0.732781573587;0.732673267327;0.000108306260;-1.392520104045
0.742574257426;0.742696623570;0.742574257426;0.000122366145;-1.604113619770
0.752475247525;0.752626643613;0.752475247525;0.000151396088;-1.839822957176
0.762376237624;0.762563631419;0.762376237624;0.000187393795;-2.085280141964
0.772277227723;0.772502740238;0.772277227723;0.000225512515;-2.325523006908
0.782178217822;0.782441477927;0.782178217822;0.000263260106;-2.545907230542
0.792079207921;0.792378838203;0.792079207921;0.000299630283;-2.732999001138
0.801980198020;0.802314673146;0.801980198020;0.000334475126;-2.875393892459
0.811881188119;0.812249301633;0.811881188119;0.000368113514;-2.964412035639
0.821782178218;0.822183278684;0.821782178218;0.000401100466;-2.994627212068
0.831683168317;0.832117256921;0.831683168317;0.000434088604;-2.964197615717
0.841584158416;0.842051888804;0.841584158416;0.000467730388;-2.874978122865
0.851485148515;0.851987728797;0.851485148515;0.000502580282;-2.732407225657
0.861386138614;0.861925094598;0.861386138614;0.000538955985;-2.545175521632
0.871287128713;0.871863836051;0.871287128713;0.000576707338;-2.324695966852
0.881188118812;0.881802942860;0.881188118812;0.000614824048;-2.084408184082
0.891089108911;0.891739916164;0.891089108911;0.000650807253;-1.838959232814
0.900990099010;0.901669899175;0.900990099010;0.000679800166;-1.603310778388
0.910891089109;0.911584877828;0.910891089109;0.000693788719;-1.391827083902
0.920792079208;0.921474078608;0.920792079208;0.000681999400;-1.217399417562
0.930693069307;0.931327771981;0.930693069307;0.000634702674;-1.090660248387
0.940594059406;0.941145670880;0.940594059406;0.000551611474;-1.019335130000
0.950495049505;0.950944352816;0.950495049505;0.000449303311;-1.007771779294
0.960396039604;0.960752054968;0.960396039604;0.000356015364;-1.056675055598
0.970297029703;0.970591329518;0.970297029703;0.000294299815;-1.163063995050
0.980198019802;0.980467876026;0.980198019802;0.000269856224;-1.320453519184
0.990099009901;0.990374393145;0.990099009901;0.000275383244;-1.519249741468
1.000000000000;1.000000000000;1.000000000000;0.000000000000;-1.627621542103
