Tabela de valores para implementação com 25 subintervalos
Tempo de execução = 0.000082000000 seg.

t;x;Co
0;0.000000000000;0.019993169375
0;0.038461538462;0.117956221597
0;0.076923076923;0.408652854001
0;0.115384615385;0.831246725804
0;0.153846153846;0.992769288944
0;0.192307692308;0.696257594108
0;0.230769230769;0.287024371542
0;0.269230769231;0.070211140352
0;0.307692307692;0.011578262836
0;0.346153846154;0.003911965278
0;0.384615384615;0.005355918325
0;0.423076923077;0.008896173191
0;0.461538461538;0.014492901579
0;0.500000000000;0.022993144717
0;0.538461538462;0.035520406063
0;0.576923076923;0.053431014522
0;0.615384615385;0.078260904817
0;0.653846153846;0.111617490680
0;0.692307692308;0.155008527425
0;0.730769230769;0.209611387151
0;0.769230769231;0.276000646464
0;0.807692307692;0.353867984357
0;0.846153846154;0.441782380560
0;0.884615384615;0.537045962100
0;0.923076923077;0.635697444911
0;0.961538461538;0.732698701479
0;1.000000000000;0.000000000000
1;0.000000000000;0.407192922086
1;0.038461538462;0.029774866759
1;0.076923076923;0.147051172483
1;0.115384615385;0.633438093023
1;0.153846153846;1.161337776526
1;0.192307692308;0.887997336156
1;0.230769230769;0.359300345610
1;0.269230769231;0.145961312683
1;0.307692307692;0.052297917846
1;0.346153846154;0.011163161790
1;0.384615384615;0.005656155619
1;0.423076923077;0.008994969356
1;0.461538461538;0.012492407400
1;0.500000000000;0.014570303197
1;0.538461538462;0.019018786866
1;0.576923076923;0.035494205616
1;0.615384615385;0.071677908446
1;0.653846153846;0.120086722944
1;0.692307692308;0.156611436327
1;0.730769230769;0.164766214898
1;0.769230769231;0.169148445343
1;0.807692307692;0.232635124423
1;0.846153846154;0.394651248279
1;0.884615384615;0.602670625676
1;0.923076923077;0.730621142063
1;0.961538461538;0.702515321191
1;1.000000000000;0.000000000000
2;0.000000000000;0.414348581078
2;0.038461538462;0.246528596066
2;0.076923076923;0.042166481528
2;0.115384615385;0.337242831621
2;0.153846153846;1.130395881871
2;0.192307692308;1.091263805875
2;0.230769230769;0.454471556061
2;0.269230769231;0.198489296544
2;0.307692307692;0.111544471445
2;0.346153846154;0.049187562561
2;0.384615384615;0.011670050166
2;0.423076923077;0.009223829078
2;0.461538461538;0.011181190316
2;0.500000000000;0.010322003268
2;0.538461538462;0.011479514461
2;0.576923076923;0.019752063578
2;0.615384615385;0.053665191766
2;0.653846153846;0.120524545429
2;0.692307692308;0.161228936211
2;0.730769230769;0.139415993316
2;0.769230769231;0.119076269506
2;0.807692307692;0.144210918550
2;0.846153846154;0.277747734251
2;0.884615384615;0.592955402089
2;0.923076923077;0.831619626706
2;0.961538461538;0.712375224237
2;1.000000000000;0.000000000000
3;0.000000000000;0.421429906927
3;0.038461538462;0.283659578024
3;0.076923076923;0.213982473025
3;0.115384615385;0.147578145975
3;0.153846153846;0.912281858322
3;0.192307692308;1.224201923328
3;0.230769230769;0.565713524478
3;0.269230769231;0.254831298619
3;0.307692307692;0.155729236109
3;0.346153846154;0.109728768769
3;0.384615384615;0.045267576894
3;0.423076923077;0.012602884092
3;0.461538461538;0.010372858435
3;0.500000000000;0.008079771979
3;0.538461538462;0.007805406926
3;0.576923076923;0.011740663628
3;0.615384615385;0.034097125789
3;0.653846153846;0.108304682918
3;0.692307692308;0.164710918281
3;0.730769230769;0.126142860592
3;0.769230769231;0.093771388659
3;0.807692307692;0.099487209271
3;0.846153846154;0.177989234956
3;0.884615384615;0.492266578164
3;0.923076923077;0.894860295350
3;0.961538461538;0.751444838286
3;1.000000000000;0.000000000000
4;0.000000000000;0.428400214666
4;0.038461538462;0.293500488688
4;0.076923076923;0.265236730777
4;0.115384615385;0.237628698307
4;0.153846153846;0.652396209449
4;0.192307692308;1.233229685741
4;0.230769230769;0.665803946288
4;0.269230769231;0.319313982879
4;0.307692307692;0.201185860232
4;0.346153846154;0.160989402796
4;0.384615384615;0.109914789548
4;0.423076923077;0.032926899282
4;0.461538461538;0.010882823470
4;0.500000000000;0.006858057758
4;0.538461538462;0.005916264132
4;0.576923076923;0.007799595532
4;0.615384615385;0.020942872439
4;0.653846153846;0.087537346141
4;0.692307692308;0.162193078128
4;0.730769230769;0.119496264569
4;0.769230769231;0.080786998135
4;0.807692307692;0.076881432330
4;0.846153846154;0.120397998948
4;0.884615384615;0.365316725373
4;0.923076923077;0.881861199429
4;0.961538461538;0.798305627595
4;1.000000000000;0.000000000000
5;0.000000000000;0.435223394460
5;0.038461538462;0.299135950094
5;0.076923076923;0.279478161874
5;0.115384615385;0.312431337254
5;0.153846153846;0.555450281408
5;0.192307692308;1.137344255429
5;0.230769230769;0.724227926435
5;0.269230769231;0.381077899875
5;0.307692307692;0.252699145741
5;0.346153846154;0.211632702063
5;0.384615384615;0.181460750686
5;0.423076923077;0.081551705201
5;0.461538461538;0.017553678027
5;0.500000000000;0.006505234924
5;0.538461538462;0.004905426490
5;0.576923076923;0.005792529619
5;0.615384615385;0.013387850881
5;0.653846153846;0.066168810429
5;0.692307692308;0.151880896484
5;0.730769230769;0.114954378738
5;0.769230769231;0.074194134732
5;0.807692307692;0.065317641070
5;0.846153846154;0.090029575688
5;0.884615384615;0.261468671243
5;0.923076923077;0.802446714766
5;0.961538461538;0.826046429024
5;1.000000000000;0.000000000000
6;0.000000000000;0.441864098675
6;0.038461538462;0.304046067799
6;0.076923076923;0.285896297828
6;0.115384615385;0.349491660187
6;0.153846153846;0.547023375958
6;0.192307692308;1.030714334696
6;0.230769230769;0.729395049734
6;0.269230769231;0.423683065971
6;0.307692307692;0.302837813261
6;0.346153846154;0.267609789478
6;0.384615384615;0.255709882655
6;0.423076923077;0.153360082051
6;0.461538461538;0.037170081137
6;0.500000000000;0.008550741490
6;0.538461538462;0.004537201113
6;0.576923076923;0.004729632967
6;0.615384615385;0.009277311521
6;0.653846153846;0.048324321573
6;0.692307692308;0.135747622989
6;0.730769230769;0.109404026371
6;0.769230769231;0.070351128579
6;0.807692307692;0.059437186449
6;0.846153846154;0.074335400856
6;0.884615384615;0.190321003866
6;0.923076923077;0.690737896579
6;0.961538461538;0.819492114844
6;1.000000000000;0.000000000000
7;0.000000000000;0.448287924995
7;0.038461538462;0.308737709422
7;0.076923076923;0.290799588435
7;0.115384615385;0.367288537620
7;0.153846153846;0.566858212999
7;0.192307692308;0.951268051179
7;0.230769230769;0.701776088305
7;0.269230769231;0.437539989941
7;0.307692307692;0.338884249549
7;0.346153846154;0.323362393052
7;0.384615384615;0.335535294754
7;0.423076923077;0.242580833264
7;0.461538461538;0.072689885027
7;0.500000000000;0.015879758978
7;0.538461538462;0.005650531624
7;0.576923076923;0.004306435817
7;0.615384615385;0.007066796881
7;0.653846153846;0.034945723818
7;0.692307692308;0.116895277987
7;0.730769230769;0.101615628176
7;0.769230769231;0.066878646845
7;0.807692307692;0.056098881343
7;0.846153846154;0.066310451611
7;0.884615384615;0.145790816315
7;0.923076923077;0.575261067812
7;0.961538461538;0.779241891675
7;1.000000000000;0.000000000000
8;0.000000000000;0.454461594644
8;0.038461538462;0.313267311887
8;0.076923076923;0.295343364941
8;0.115384615385;0.377446652965
8;0.153846153846;0.590861292542
8;0.192307692308;0.902357605579
8;0.230769230769;0.663641351323
8;0.269230769231;0.429093832719
8;0.307692307692;0.352581940478
8;0.346153846154;0.366389368045
8;0.384615384615;0.417768079745
8;0.423076923077;0.346778910197
8;0.461538461538;0.124300180387
8;0.500000000000;0.030695593215
8;0.538461538462;0.010038529039
8;0.576923076923;0.005191252340
8;0.615384615385;0.006010342321
8;0.653846153846;0.025518934915
8;0.692307692308;0.097928507538
8;0.730769230769;0.091764991275
8;0.769230769231;0.062563643152
8;0.807692307692;0.053287817914
8;0.846153846154;0.061910058000
8;0.884615384615;0.119402171974
8;0.923076923077;0.472021796140
8;0.961538461538;0.714842593840
8;1.000000000000;0.000000000000
9;0.000000000000;0.460353124790
9;0.038461538462;0.317623656765
9;0.076923076923;0.299708343999
9;0.115384615385;0.384789133437
9;0.153846153846;0.612250051917
9;0.192307692308;0.876889402954
9;0.230769230769;0.628374598851
9;0.269230769231;0.409940710914
9;0.307692307692;0.347799733524
9;0.346153846154;0.386886385965
9;0.384615384615;0.490809138767
9;0.423076923077;0.462580034110
9;0.461538461538;0.191368215086
9;0.500000000000;0.053998871457
9;0.538461538462;0.019259522568
9;0.576923076923;0.008955662835
9;0.615384615385;0.006474527413
9;0.653846153846;0.019223801642
9;0.692307692308;0.080499521636
