Tabela de valores para implementação com 625 subintervalos
Tempo de execução = 0.000195000000 seg.

x;y;f(x,y);exact_solution;difference;Vx;Vy;VxE;VyE
0.020000000000;0.020000000000;0.164434035827;0.984291580564;0.819857544738;-0.501094485356;-0.027471128307;0.773083249726;0.773083249726
0.020000000000;0.060000000000;0.166631726091;0.922444920586;0.755813194495;0.076889266732;0.046575141735;0.724507585944;2.270674085396
0.020000000000;0.100000000000;0.160708024488;0.802637653733;0.641929629245;0.251808723206;0.495089292902;0.630408445985;3.625590117326
0.020000000000;0.140000000000;0.127024582659;0.632397711200;0.505373128541;0.177563457504;1.004274432024;0.496698424885;4.752696988196
0.020000000000;0.180000000000;0.080366069926;0.422421894677;0.342055824751;0.044707420357;1.251581573364;0.331779015020;5.581174428101
0.020000000000;0.220000000000;0.026898056790;0.185903756952;0.159005700162;-0.102617269134;1.366389815798;0.146012709444;6.058966152565
0.020000000000;0.260000000000;-0.028945115338;-0.062295397528;-0.033350282190;-0.246680930297;1.376773646938;-0.048928111664;6.156050750344
0.020000000000;0.300000000000;-0.083243834965;-0.306580303075;-0.223336468110;-0.376148074539;1.293460390725;-0.240794599571;5.866328039108
0.020000000000;0.340000000000;-0.132421946596;-0.531601640657;-0.399179694061;-0.482233251171;1.125992239535;-0.417531077207;5.208002362330
0.020000000000;0.380000000000;-0.173323214128;-0.723220492062;-0.549897277934;-0.558084405647;0.886613814002;-0.568032541689;4.222438743434
0.020000000000;0.420000000000;-0.203351051716;-0.869396740132;-0.666045688416;-0.598882655879;0.591057712135;-0.682842432500;2.971563769244
0.020000000000;0.460000000000;-0.220607831099;-0.960945593601;-0.740337762503;-0.602047461166;0.258164542461;-0.754746821958;1.533974514786
0.020000000000;0.500000000000;-0.224004215113;-0.992114701314;-0.768110486202;-0.567367889286;-0.091060251537;-0.779227692828;0.000000000000
0.020000000000;0.540000000000;-0.213323010976;-0.960945593601;-0.747622582626;-0.497001212438;-0.434683641339;-0.754746821958;-1.533974514786
0.020000000000;0.580000000000;-0.189229523806;-0.869396740132;-0.680167216326;-0.395320096726;-0.751224210938;-0.682842432500;-2.971563769244
0.020000000000;0.620000000000;-0.153225074101;-0.723220492062;-0.569995417961;-0.268604892640;-1.021078634493;-0.568032541689;-4.222438743434
0.020000000000;0.660000000000;-0.107543233046;-0.531601640657;-0.424058407611;-0.124582982990;-1.227948015852;-0.417531077207;-5.208002362330
0.020000000000;0.700000000000;-0.054989232832;-0.306580303075;-0.251591070243;0.028180796423;-1.360276229170;-0.240794599571;-5.866328039108
0.020000000000;0.740000000000;0.001278865287;-0.062295397528;-0.063574262816;0.181025098566;-1.412786169810;-0.048928111664;-6.156050750344
0.020000000000;0.780000000000;0.058033660752;0.185903756952;0.127870096200;0.325966041832;-1.388229085987;0.146012709444;-6.058966152565
0.020000000000;0.820000000000;0.112337192166;0.422421894677;0.310084702511;0.456069214197;-1.299173706158;0.331779015020;-5.581174428101
0.020000000000;0.860000000000;0.161967557245;0.632397711200;0.470430153955;0.563806339237;-1.168082455300;0.496698424885;-4.752696988196
0.020000000000;0.900000000000;0.205783788590;0.802637653733;0.596853865142;0.632051922386;-1.017954540748;0.630408445985;-3.625590117326
0.020000000000;0.940000000000;0.243403920505;0.922444920586;0.679041000081;0.601326872071;-0.826271347911;0.724507585944;-2.270674085396
0.020000000000;0.980000000000;0.271885496423;0.984291580564;0.712406084141;0.265847382310;-0.356019698978;0.773083249726;-0.773083249726
0.060000000000;0.020000000000;0.204521594655;0.922444920586;0.717923325931;-0.096034962818;0.550512623782;2.270674085396;0.724507585944
0.060000000000;0.060000000000;0.160480584753;0.864484313711;0.704003728958;0.290263407734;0.799478350297;2.127999281655;2.127999281655
0.060000000000;0.100000000000;0.140563326632;0.752204978054;0.611641651422;0.449426918827;0.595763483674;1.851614456815;3.397780956266
0.060000000000;0.140000000000;0.112819506059;0.592661837209;0.479842331151;0.334883094668;0.797173129175;1.458885885890;4.454067557231
0.060000000000;0.180000000000;0.076789476297;0.395879573475;0.319090097178;0.137891845160;0.971400846727;0.974490149349;5.230488712660
0.060000000000;0.220000000000;0.035107438321;0.174222740197;0.139115301876;-0.086174181448;1.075001465144;0.428863612800;5.678259025880
0.060000000000;0.260000000000;-0.009210640914;-0.058381148595;-0.049170507681;-0.310754804850;1.103242841532;-0.143710001792;5.769243441329
0.060000000000;0.300000000000;-0.053151989002;-0.287316735110;-0.234164746108;-0.517729747552;1.057908069851;-0.707253788442;5.497725073566
0.060000000000;0.340000000000;-0.093843286502;-0.498199154480;-0.404355867978;-0.692779077016;0.944055908427;-1.226358218468;4.880764420212
