Tabela de valores para implementação com 4096 subintervalos
Tempo de execução = 0.392490000000 seg.

x;y;f(x,y);Vx;Vy
0.007812500000;0.007812500000;10929057980328108006418939904.000000000000;27886260941360204218007289856.000000000000;79125298975628848758148562944.000000000000
0.007812500000;0.023437500000;9069883038870961255518044160.000000000000;168848831683949553932048531456.000000000000;-98867450281306753723369783296.000000000000
0.007812500000;0.039062500000;11731039276602765476720803840.000000000000;2447996330618458171481522176.000000000000;4950665100725529842519375872.000000000000
0.007812500000;0.054687500000;10257699868206269093816303616.000000000000;32798715600887628873859072.000000000000;1099260613825011368314535936.000000000000
0.007812500000;0.070312500000;3819461506700332988352167936.000000000000;-55825639309828672083460096.000000000000;296664500432151644200763392.000000000000
0.007812500000;0.085937500000;57920520346090556710977536.000000000000;-12782779955242477452915638272.000000000000;623410849762168130978709504.000000000000
0.007812500000;0.101562500000;-4994017628464673984190873600.000000000000;-477301196181774183289585664.000000000000;-540862055539499242180575232.000000000000
0.007812500000;0.117187500000;-66350611185548186139754496.000000000000;-511811605092278575562752.000000000000;-80047924548398267666268160.000000000000
0.007812500000;0.132812500000;1700315362656041100640256.000000000000;-867545595972940018474811392.000000000000;-290053709991253377611202560.000000000000
0.007812500000;0.148437500000;-10528618637496736366460928.000000000000;-719386850067870367501778944.000000000000;436822492257477221714755584.000000000000
0.007812500000;0.164062500000;-53972711851155017129000960.000000000000;2197273864760666135528996864.000000000000;228077841578837929701146624.000000000000
0.007812500000;0.179687500000;-10102101292382243589718016.000000000000;21378862617123572871392657408.000000000000;-793578576394321080602329088.000000000000
0.007812500000;0.195312500000;-155395338395313041976590336.000000000000;-12399047643545701046420504576.000000000000;-3078778707190583179572412416.000000000000
0.007812500000;0.210937500000;-45339203170828558197063680.000000000000;-133812341510469830697811968.000000000000;-9214798817294186508302942208.000000000000
0.007812500000;0.226562500000;-29042354182655857064411136.000000000000;-138992539557286760312471552.000000000000;-4182123902282938470321094656.000000000000
0.007812500000;0.242187500000;20188717327791144281571328.000000000000;334943659053307351602823168.000000000000;-687649718657129360950034432.000000000000
0.007812500000;0.257812500000;37102119432196250625114112.000000000000;130016225454512801866317824.000000000000;81197979622217901947224064.000000000000
0.007812500000;0.273437500000;8342367250726868119191552.000000000000;-96656820847126279771652096.000000000000;23520431068530135294541824.000000000000
0.007812500000;0.289062500000;15535255594964369398562816.000000000000;-43936386307567124614217728.000000000000;-13590554012039083238359040.000000000000
0.007812500000;0.304687500000;25163220973738903602200576.000000000000;2651271843931987780829184.000000000000;-1266096100532750590672896.000000000000
0.007812500000;0.320312500000;30473037355821967010168832.000000000000;151479619597966478671872.000000000000;114988385613486388936704.000000000000
0.007812500000;0.335937500000;6887005564968973937672192.000000000000;-434303060024311106502656.000000000000;942340419158372582948864.000000000000
0.007812500000;0.351562500000;247670603695642067861504.000000000000;-8986390818287943417856.000000000000;230021540779666190630912.000000000000
0.007812500000;0.367187500000;63231853951003175944192.000000000000;-19653646897701657247744.000000000000;-2748185652465754963968.000000000000
0.007812500000;0.382812500000;146294322822044530507776.000000000000;-73853941719861755904.000000000000;8822803537135425536.000000000000
0.007812500000;0.398437500000;24612035153803899568128.000000000000;-1592175747870791303168.000000000000;1672077248621889191936.000000000000
0.007812500000;0.414062500000;5744017756262333677568.000000000000;-51115433746806832365568.000000000000;16103879918512540483584.000000000000
0.007812500000;0.429687500000;4170314425030150717440.000000000000;4603825992215823908864.000000000000;5618020927174789300224.000000000000
0.007812500000;0.445312500000;131195150874872070144.000000000000;-834320937151705382912.000000000000;39326385806150232702976.000000000000
0.007812500000;0.460937500000;72960538552799854592.000000000000;2845732764186024345600.000000000000;2377965429383082541056.000000000000
0.007812500000;0.476562500000;47342014228191256576.000000000000;-69869207888215244800.000000000000;790221348852495024128.000000000000
0.007812500000;0.492187500000;178156961406677123072.000000000000;2266161344709913739264.000000000000;-15797897696405411069952.000000000000
0.007812500000;0.507812500000;218258736829826727936.000000000000;505560669637049253888.000000000000;-4362262185448044494848.000000000000
0.007812500000;0.523437500000;263114759252774780928.000000000000;219304086413663240192.000000000000;-10957793287935426035712.000000000000
0.007812500000;0.539062500000;477312707393368227840.000000000000;3765042691837400711168.000000000000;-806187426175796379648.000000000000
0.007812500000;0.554687500000;357619863991647010816.000000000000;767016565251095003136.000000000000;9266790086135498407936.000000000000
0.007812500000;0.570312500000;12462884036717291520.000000000000;2670967816246923886592.000000000000;48291806206209321598976.000000000000
0.007812500000;0.585937500000;15682067126264379392.000000000000;23763461972207377317888.000000000000;8412837061831433388032.000000000000
0.007812500000;0.601562500000;-46242979045100576768.000000000000;4642240576815156953088.000000000000;3832381154917583683584.000000000000
0.007812500000;0.617187500000;-14519403516320653312.000000000000;262363924954143644450816.000000000000;-26581901306341246369792.000000000000
0.007812500000;0.632812500000;-172771327564764151808.000000000000;359874968626964019019776.000000000000;114814828346158471970816.000000000000
0.007812500000;0.648437500000;-198347270667991842816.000000000000;235582834053839312650240.000000000000;45675404673705440182272.000000000000
0.007812500000;0.664062500000;-281477440347372421120.000000000000;68120051757337465061376.000000000000;41687759964749495795712.000000000000
0.007812500000;0.679687500000;-515198304184427347968.000000000000;3686313852267200512000.000000000000;5304590029227468783616.000000000000
0.007812500000;0.695312500000;-185383567199000002560.000000000000;-54762346982161617256448.000000000000;-229754133749627673903104.000000000000
0.007812500000;0.710937500000;-259554701976958697472.000000000000;-5627178928084319469568.000000000000;1806616378415909961728.000000000000
0.007812500000;0.726562500000;-75469535488771489792.000000000000;365894831446635701075968.000000000000;307404990450761258237952.000000000000
0.007812500000;0.742187500000;-563859582492275441664.000000000000;-1211669198415698061164544.000000000000;-1517819859656972607422464.000000000000
0.007812500000;0.757812500000;-24014899691108753408.000000000000;6132162644255023562752.000000000000;-283429539134655959138304.000000000000
0.007812500000;0.773437500000;-67081167856836392.000000000000;200299338176894924226560.000000000000;-6977566246328500230291456.000000000000
0.007812500000;0.789062500000;7076822408875121664.000000000000;-116899398425656755748864.000000000000;-430253003079934493589504.000000000000
0.007812500000;0.804687500000;6002618024408996.000000000000;-669049792056161791377408.000000000000;27277102447068937336127488.000000000000
0.007812500000;0.820312500000;300542335886822464.000000000000;-477926601398386304221184.000000000000;-3404765170305560731451392.000000000000
0.007812500000;0.835937500000;1178711837916220416.000000000000;3017798025868870680576.000000000000;-59735914696405934080.000000000000
0.007812500000;0.851562500000;1177872995905767936.000000000000;-8360285483359110144.000000000000;53461830137929342976.000000000000
0.007812500000;0.867187500000;526120164455385536.000000000000;24825352818278100992.000000000000;13934831413243824128.000000000000
0.007812500000;0.882812500000;409599239573231168.000000000000;657165030716554240.000000000000;4610271123040375296.000000000000
0.007812500000;0.898437500000;246210609757536608.000000000000;20674965444974936064.000000000000;6080954572682263789568.000000000000
0.007812500000;0.914062500000;7393486182238644.000000000000;-1800358349602316615680.000000000000;-49519023217839186116608.000000000000
0.007812500000;0.929687500000;1379025523315623168.000000000000;16154304751291052032.000000000000;309384674341057986560.000000000000
0.007812500000;0.945312500000;1203816332759512576.000000000000;-154119224215654727680.000000000000;-143780413098688217088.000000000000
0.007812500000;0.960937500000;1639778780673461504.000000000000;39719545940061577216.000000000000;-1068874393704050982912.000000000000
0.007812500000;0.976562500000;2073313648211770112.000000000000;-109440698242081439744.000000000000;-560253151700039303168.000000000000
0.007812500000;0.992187500000;2135835446812274944.000000000000;-64106122669231906816.000000000000;-64106122669231276032.000000000000
0.023437500000;0.007812500000;2875954502295828169115041792.000000000000;652682762353291686277510332416.000000000000;-53721808730161317389124239360.000000000000
0.023437500000;0.023437500000;3533842077522770712602869760.000000000000;214329669867924521240364056576.000000000000;38047352655805508375816437760.000000000000
0.023437500000;0.039062500000;2196750683547490910589681664.000000000000;18434675555935799461040619520.000000000000;-2136434320574288409380519936.000000000000
0.023437500000;0.054687500000;3955525488100934141071065088.000000000000;9248797658863002130566873088.000000000000;-2029898678419353969763549184.000000000000
0.023437500000;0.070312500000;6311452344243355037292560384.000000000000;-104918896103958001521524736.000000000000;157844308840853806142980096.000000000000
0.023437500000;0.085937500000;2558724746677982448454729728.000000000000;-539188920057946448790028288.000000000000;515259635922275252528218112.000000000000
0.023437500000;0.101562500000;-403701760676596780938297344.000000000000;-7357013606878062983369457664.000000000000;336225514667572461651886080.000000000000
0.023437500000;0.117187500000;-28525514603625942620307456.000000000000;-5664565747753243530756096.000000000000;-46551405159835142417547264.000000000000
0.023437500000;0.132812500000;196574913353315106179514368.000000000000;-2978276880969818053804032.000000000000;-7525566627601698638528512.000000000000
0.023437500000;0.148437500000;-935952462991232205848576.000000000000;4214947261544569725018701824.000000000000;1995488263541840605710647296.000000000000
0.023437500000;0.164062500000;-145637266660450525379559424.000000000000;377384246431698695393116160.000000000000;-90472717890159215542009856.000000000000
0.023437500000;0.179687500000;-64566837722756492059213824.000000000000;-5100235955234297096437760.000000000000;-862128377662898425393315840.000000000000
