Tabela de valores para implementação em 2.8e-05s
t;x;U(x);exact_solution
0.008910891089;0.435643564356;0.444188897404;0.444263660892
0.008910891089;0.445544554455;0.387641899550;0.387706741057
0.008910891089;0.455445544554;0.329595190493;0.329649859159
0.008910891089;0.465346534653;0.270273341673;0.270317625995
0.008910891089;0.475247524752;0.209905857800;0.209939586451
0.008910891089;0.485148514851;0.148726288941;0.148749331431
0.008910891089;0.495049504950;0.086971326963;0.086983594146
0.008910891089;0.504950495050;0.024879889816;0.024881334232
0.008910891089;0.514851485149;-0.037307802791;-0.037317186730
0.008910891089;0.524752475248;-0.099351158757;-0.099371334747
0.008910891089;0.534653465347;-0.161010144390;-0.161041034373
0.008910891089;0.544554455446;-0.222046213054;-0.222087697523
0.008910891089;0.554455445545;-0.282223228055;-0.282275146515
0.008910891089;0.564356435644;-0.341308376214;-0.341370527803
0.008910891089;0.574257425743;-0.399073068571;-0.399145212835
0.008910891089;0.584158415842;-0.455293824752;-0.455375682579
0.008910891089;0.594059405941;-0.509753137573;-0.509844392273
0.008910891089;0.603960396040;-0.562240314534;-0.562340613058
0.008910891089;0.613861386139;-0.612552292942;-0.612661247256
0.008910891089;0.623762376238;-0.660494425528;-0.660611614109
0.008910891089;0.633663366337;-0.705881233494;-0.706006202961
0.008910891089;0.643564356436;-0.748537124098;-0.748669390969
0.008910891089;0.653465346535;-0.788297069984;-0.788436122544
0.008910891089;0.663366336634;-0.825007247646;-0.825152547928
0.008910891089;0.673267326733;-0.858525632540;-0.858676618405
0.008910891089;0.683168316832;-0.888722548544;-0.888878635858
0.008910891089;0.693069306931;-0.915481169658;-0.915641754548
0.008910891089;0.702970297030;-0.938697971974;-0.938862433170
0.008910891089;0.712871287129;-0.958283134195;-0.958450835427
0.008910891089;0.722772277228;-0.974160885133;-0.974331177598
0.008910891089;0.732673267327;-0.986269796854;-0.986442021724
0.008910891089;0.742574257426;-0.994563022330;-0.994736513300
0.008910891089;0.752475247525;-0.999008476684;-0.999182562551
0.008910891089;0.762376237624;-0.999588961317;-0.999762968577
0.008910891089;0.772277227723;-0.996302230445;-0.996475485897
0.008910891089;0.782178217822;-0.989160999793;-0.989332833146
0.008910891089;0.792079207921;-0.978192897394;-0.978362643858
0.008910891089;0.801980198020;-0.963440356705;-0.963607359564
0.008910891089;0.811881188119;-0.944960452442;-0.945124065594
0.008910891089;0.821782178218;-0.922824679762;-0.922984270221
0.008910891089;0.831683168317;-0.897118677672;-0.897273628011
0.008910891089;0.841584158416;-0.867941897698;-0.868091608446
0.008910891089;0.851485148515;-0.835407219134;-0.835551111089
0.008910891089;0.861386138614;-0.799640512332;-0.799778028804
0.008910891089;0.871287128713;-0.760780151732;-0.760910760696
0.008910891089;0.881188118812;-0.718976480519;-0.719099676675
0.008910891089;0.891089108911;-0.674391228977;-0.674506535702
0.008910891089;0.900990099010;-0.627196888782;-0.627303859977
0.008910891089;0.910891089109;-0.577576045667;-0.577674267482
0.008910891089;0.920792079208;-0.525720673037;-0.525809765470
0.008910891089;0.930693069307;-0.471831389252;-0.471911007622
0.008910891089;0.940594059406;-0.416116681484;-0.416186517763
0.008910891089;0.950495049505;-0.358792099113;-0.358851883118
0.008910891089;0.960396039604;-0.300079419812;-0.300128920250
0.008910891089;0.970297029703;-0.240205791532;-0.240244816896
0.008910891089;0.980198019802;-0.179402853708;-0.179431253016
0.008910891089;0.990099009901;-0.117905841095;-0.117923504476
0.017821782178;0.009900990099;-0.099898293242;-0.049747262523
0.017821782178;0.019801980198;0.012431522264;0.012441630099
0.017821782178;0.029702970297;0.074550659328;0.074582388471
0.017821782178;0.039603960396;0.136381374374;0.136434602071
0.017821782178;0.049504950495;0.197684456378;0.197758976700
0.017821782178;0.059405940594;0.258222735623;0.258318260266
0.017821782178;0.069306930693;0.317762001268;0.317878160667
0.017821782178;0.079207920792;0.376071907461;0.376208252217
0.017821782178;0.089108910891;0.432926864502;0.433082867124
0.017821782178;0.099009900990;0.488106911608;0.488281968552
0.017821782178;0.108910891089;0.541398567896;0.541592001900
0.017821782178;0.118811881188;0.592595658302;0.592806721007
0.017821782178;0.128712871287;0.641500111227;0.641727986073
0.017821782178;0.138613861386;0.687922724844;0.688166530228
0.017821782178;0.148514851485;0.731683899079;0.731942691766
0.017821782178;0.158415841584;0.772614330451;0.772887109221
0.017821782178;0.168316831683;0.810555667072;0.810841376598
0.017821782178;0.178217821782;0.845361121282;0.845658656208
0.017821782178;0.188118811881;0.876896037539;0.877204246762
0.017821782178;0.198019801980;0.905038413380;0.905356104496
0.017821782178;0.207920792079;0.929679371418;0.930005315343
0.017821782178;0.217821782178;0.950723580574;0.951056516295
0.017821782178;0.227722772277;0.968089624892;0.968428264344
0.017821782178;0.237623762376;0.981710318519;0.982053351573
0.017821782178;0.247524752475;0.991532965637;0.991879065165
0.017821782178;0.257425742574;0.997519564334;0.997867391343
0.017821782178;0.267326732673;0.999646953622;0.999995162437
0.017821782178;0.277227722772;0.997906903045;0.998254146514
0.017821782178;0.287128712871;0.992306144520;0.992651079226
0.017821782178;0.297029702970;0.982866346295;0.983207637752
0.017821782178;0.306930693069;0.969624029115;0.969960356932
0.017821782178;0.316831683168;0.952630424932;0.952960487923
0.017821782178;0.326732673267;0.931951278700;0.932273799915
0.017821782178;0.336633663366;0.907666594018;0.907980325686
0.017821782178;0.346534653465;0.879870323614;0.880174051967
0.017821782178;0.356435643564;0.848670005858;0.848962555830
0.017821782178;0.366336633663;0.814186348718;0.814466588490
0.017821782178;0.376237623762;0.776552762764;0.776819608144
0.017821782178;0.386138613861;0.735914845030;0.736167263644
0.017821782178;0.396039603960;0.692429815724;0.692666831014
0.017821782178;0.405940594059;0.646265909978;0.646486604978
0.017821782178;0.415841584158;0.597601726975;0.597805247858
0.017821782178;0.425742574257;0.546625538984;0.546811098368
0.017821782178;0.435643564356;0.493534562974;0.493701442965
0.017821782178;0.445544554455;0.438534197618;0.438681752590
0.017821782178;0.455445544554;0.381837228644;0.381964887736
0.017821782178;0.465346534653;0.323663005611;0.323770274934
0.017821782178;0.475247524752;0.264236593286;0.264323057837
0.017821782178;0.485148514851;0.203787900914;0.203853226178
0.017821782178;0.495049504950;0.142550792743;0.142594725988
0.017821782178;0.504950495050;0.080762183248;0.080784554506
0.017821782178;0.514851485149;0.018661120555;0.018661843276
0.017821782178;0.524752475248;-0.043512138388;-0.043533067000
0.017821782178;0.534653465347;-0.105517057320;-0.105559556298
0.017821782178;0.544554455446;-0.167113751257;-0.167177656178
0.017821782178;0.554455445545;-0.228063914554;-0.228148978184
0.017821782178;0.564356435644;-0.288131742871;-0.288237636115
0.017821782178;0.574257425743;-0.347084845450;-0.347211158628
0.017821782178;0.584158415842;-0.404695144189;-0.404841388619
0.017821782178;0.594059405941;-0.460739756034;-0.460905365925
0.017821782178;0.603960396040;-0.515001855269;-0.515186189909
0.017821782178;0.613861386139;-0.567271512375;-0.567473858608
0.017821782178;0.623762376238;-0.617346506201;-0.617566081190
0.017821782178;0.633663366337;-0.665033106325;-0.665269060576
0.017821782178;0.643564356436;-0.710146822555;-0.710398243207
0.017821782178;0.653465346535;-0.752513118686;-0.752779033042
0.017821782178;0.663366336634;-0.791968087750;-0.792247467039
0.017821782178;0.673267326733;-0.828359086136;-0.828650849493
0.017821782178;0.683168316832;-0.861545324140;-0.861848342790
0.017821782178;0.693069306931;-0.891398410656;-0.891711512278
0.017821782178;0.702970297030;-0.917802849890;-0.918124823155
0.017821782178;0.712871287129;-0.940656488197;-0.940986087453
0.017821782178;0.722772277228;-0.959870909289;-0.960206859381
0.017821782178;0.732673267327;-0.975371776305;-0.975712777507
0.017821782178;0.742574257426;-0.987099119401;-0.987443852446
0.017821782178;0.752475247525;-0.995007567766;-0.995354698947
0.017821782178;0.762376237624;-0.999066525148;-0.999414711483
0.017821782178;0.772277227723;-0.999260288230;-0.999608182654
0.017821782178;0.782178217822;-0.995588107380;-0.995934363957
0.017821782178;0.792079207921;-0.988064189553;-0.988407468684
0.017821782178;0.801980198020;-0.976717643325;-0.977056616929
0.017821782178;0.811881188119;-0.961592366279;-0.961925722934
0.017821782178;0.821782178218;-0.942746875174;-0.943073325187
0.017821782178;0.831683168317;-0.920254079553;-0.920572359953
0.017821782178;0.841584158416;-0.894200999674;-0.894509879095
0.017821782178;0.851485148515;-0.864688429841;-0.864986713289
0.017821782178;0.861386138614;-0.831830548454;-0.832117081928
0.017821782178;0.871287128713;-0.795754476272;-0.796028151230
0.017821782178;0.881188118812;-0.756599784611;-0.756859542257
0.017821782178;0.891089108911;-0.714517955365;-0.714762790748
0.017821782178;0.900990099010;-0.669671794957;-0.669900760857
0.017821782178;0.910891089109;-0.622234804470;-0.622447015061
0.017821782178;0.920792079208;-0.572390508404;-0.572585142685
0.017821782178;0.930693069307;-0.520331744658;-0.520508049627
0.017821782178;0.940594059406;-0.466259918475;-0.466417212043
0.017821782178;0.950495049505;-0.410384223247;-0.410521896874
0.017821782178;0.960396039604;-0.352920831183;-0.353038352238
0.017821782178;0.970297029703;-0.294092056984;-0.294188970800
0.017821782178;0.980198019802;-0.234125497749;-0.234201429386
0.017821782178;0.990099009901;-0.173253152447;-0.173307808139
0.026732673267;0.009900990099;-0.165358139789;-0.105559556298
0.026732673267;0.019801980198;-0.088665311692;-0.043533067000
0.026732673267;0.029702970297;0.018643435970;0.018661843276
0.026732673267;0.039603960396;0.080733730833;0.080784554506
0.026732673267;0.049504950495;0.142511682575;0.142594725988
0.026732673267;0.059405940594;0.203738284302;0.203853226178
0.026732673267;0.069306930693;0.264176662187;0.264323057837
0.026732673267;0.079207920792;0.323592991887;0.323770274934
0.026732673267;0.089108910891;0.381757403165;0.381964887736
0.026732673267;0.099009900990;0.438444869213;0.438681752590
0.026732673267;0.108910891089;0.493436077237;0.493701442965
0.026732673267;0.118811881188;0.546518276937;0.546811098368
0.026732673267;0.128712871287;0.597486103594;0.597805247858
0.026732673267;0.138613861386;0.646142372588;0.646486604978
0.026732673267;0.148514851485;0.692298842267;0.692666831014
0.026732673267;0.158415841584;0.735776942216;0.736167263644
0.026732673267;0.168316831683;0.776408464113;0.776819608144
0.026732673267;0.178217821782;0.814036212493;0.814466588490
0.026732673267;0.188118811881;0.848514612908;0.848962555830
0.026732673267;0.198019801980;0.879710275123;0.880174051967
0.026732673267;0.207920792079;0.907502509184;0.907980325686
0.026732673267;0.217821782178;0.931783792334;0.932273799915
0.026732673267;0.227722772277;0.952460185006;0.952960487923
0.026732673267;0.237623762376;0.969451694254;0.969960356932
0.026732673267;0.247524752475;0.982692583230;0.983207637752
0.026732673267;0.257425742574;0.992131625507;0.992651079226
0.026732673267;0.267326732673;0.997732303263;0.998254146514
0.026732673267;0.277227722772;0.999472948564;0.999995162437
0.026732673267;0.287128712871;0.997346827192;0.997867391343
0.026732673267;0.297029702970;0.991362164698;0.991879065165
0.026732673267;0.306930693069;0.981542114577;0.982053351573
0.026732673267;0.316831683168;0.967924668696;0.968428264344
0.026732673267;0.326732673267;0.950562510309;0.951056516295
0.026732673267;0.336633663366;0.929522810232;0.930005315343
0.026732673267;0.346534653465;0.904886966978;0.905356104496
0.026732673267;0.356435643564;0.876750291839;0.877204246762
0.026732673267;0.366336633663;0.845221640144;0.845658656208
0.026732673267;0.376237623762;0.810422990122;0.810841376598
0.026732673267;0.386138613861;0.772488970991;0.772887109221
0.026732673267;0.396039603960;0.731566342099;0.731942691766
0.026732673267;0.405940594059;0.687813425150;0.688166530228
0.026732673267;0.415841584158;0.641399491678;0.641727986073
0.026732673267;0.425742574257;0.592504108176;0.592806721007
0.026732673267;0.435643564356;0.541316441383;0.541592001900
0.026732673267;0.445544554455;0.488034526439;0.488281968552
0.026732673267;0.455445544554;0.432864500721;0.433082867124
0.026732673267;0.465346534653;0.376019806341;0.376208252217
0.026732673267;0.475247524752;0.317720364378;0.317878160667
0.026732673267;0.485148514851;0.258191724049;0.258318260266
0.026732673267;0.495049504950;0.197664190097;0.197758976700
0.026732673267;0.504950495050;0.136371931794;0.136434602071
0.026732673267;0.514851485149;0.074552076979;0.074582388471
0.026732673267;0.524752475248;0.012443794661;0.012441630099
0.026732673267;0.534653465347;-0.049712630281;-0.049747262523
0.026732673267;0.544554455446;-0.111676726714;-0.111743692650
0.026732673267;0.554455445545;-0.173208767586;-0.173307808139
0.026732673267;0.564356435644;-0.234070697386;-0.234201429386
0.026732673267;0.574257425743;-0.294027053129;-0.294188970800
0.026732673267;0.584158415842;-0.352845875324;-0.353038352238
0.026732673267;0.594059405941;-0.410299605373;-0.410521896874
0.026732673267;0.603960396040;-0.466165965957;-0.466417212043
0.026732673267;0.613861386139;-0.520228820980;-0.520508049627
0.026732673267;0.623762376238;-0.572279011757;-0.572585142685
0.026732673267;0.633663366337;-0.622115166213;-0.622447015061
0.026732673267;0.643564356436;-0.669544477948;-0.669900760857
0.026732673267;0.653465346535;-0.714383452168;-0.714762790748
0.026732673267;0.663366336634;-0.756458615593;-0.756859542257
0.026732673267;0.673267326733;-0.795607187589;-0.796028151230
0.026732673267;0.683168316832;-0.831677709936;-0.832117081928
0.026732673267;0.693069306931;-0.864530632792;-0.864986713289
0.026732673267;0.702970297030;-0.894038854579;-0.894509879095
0.026732673267;0.712871287129;-0.920088213720;-0.920572359953
0.026732673267;0.722772277228;-0.942577930306;-0.943073325187
0.026732673267;0.732673267327;-0.961420995991;-0.961925722934
0.026732673267;0.742574257426;-0.976544510615;-0.977056616929
0.026732673267;0.752475247525;-0.987889964238;-0.988407468684
0.026732673267;0.762376237624;-0.995413463504;-0.995934363957
0.026732673267;0.772277227723;-0.999085901456;-0.999608182654
0.026732673267;0.782178217822;-0.998893070145;-0.999414711483
0.026732673267;0.792079207921;-0.994835715597;-0.995354698947
0.026732673267;0.801980198020;-0.986929534930;-0.987443852446
0.026732673267;0.811881188119;-0.975205115620;-0.975712777507
0.026732673267;0.821782178218;-0.959707817168;-0.960206859381
0.026732673267;0.831683168317;-0.940497595612;-0.940986087453
0.026732673267;0.841584158416;-0.917648771565;-0.918124823155
0.026732673267;0.851485148515;-0.891249742691;-0.891711512278
0.026732673267;0.861386138614;-0.861402641703;-0.861848342790
0.026732673267;0.871287128713;-0.828222941236;-0.828650849493
0.026732673267;0.881188118812;-0.791839007106;-0.792247467039
0.026732673267;0.891089108911;-0.752391601686;-0.752779033042
0.026732673267;0.900990099010;-0.710033339324;-0.710398243207
0.026732673267;0.910891089109;-0.664928095908;-0.665269060576
0.026732673267;0.920792079208;-0.617250374864;-0.617566081190
0.026732673267;0.930693069307;-0.567184632030;-0.567473858608
0.026732673267;0.940594059406;-0.514924562040;-0.515186189909
0.026732673267;0.950495049505;-0.460672348953;-0.460905365925
0.026732673267;0.960396039604;-0.404637884041;-0.404841388619
0.026732673267;0.970297029703;-0.347037953763;-0.347211158628
0.026732673267;0.980198019802;-0.288095401061;-0.288237636115
0.026732673267;0.990099009901;-0.228038263219;-0.228148978184
0.035643564356;0.009900990099;-0.221714298202;-0.161041034373
0.035643564356;0.019801980198;-0.157688856980;-0.099371334747
0.035643564356;0.029702970297;-0.077934436926;-0.037317186730
0.035643564356;0.039603960396;0.024852465456;0.024881334232
0.035643564356;0.049504950495;0.086911526007;0.086983594146
0.035643564356;0.059405940594;0.148634342747;0.148749331431
0.035643564356;0.069306930693;0.209782122091;0.209939586451
0.035643564356;0.079207920792;0.270118295157;0.270317625995
0.035643564356;0.089108910891;0.329409433015;0.329649859159
0.035643564356;0.099009900990;0.387426149770;0.387706741057
0.035643564356;0.108910891089;0.443943990015;0.444263660892
0.035643564356;0.118811881188;0.498744297207;0.499101810930
0.035643564356;0.128712871287;0.551615059603;0.552009033020
0.035643564356;0.138613861386;0.602351730493;0.602780639399
0.035643564356;0.148514851485;0.650758019556;0.651220204584
0.035643564356;0.158415841584;0.696646652262;0.697140325308
0.035643564356;0.168316831683;0.739840094406;0.740363345546
0.035643564356;0.178217821782;0.780171238951;0.780722043828
0.035643564356;0.188118811881;0.817484052535;0.818060280190
0.035643564356;0.198019801980;0.851634179129;0.852233600251
0.035643564356;0.207920792079;0.882489498529;0.883109794074
0.035643564356;0.217821782178;0.909930637499;0.910569407663
0.035643564356;0.227722772277;0.933851431601;0.934506205107
0.035643564356;0.237623762376;0.954159335931;0.954827579588
0.035643564356;0.247524752475;0.970775783152;0.971454911654
0.035643564356;0.257425742574;0.983636487458;0.984323873390
0.035643564356;0.267326732673;0.992691693282;0.993384677281
0.035643564356;0.277227722772;0.997906367793;0.998602268838
0.035643564356;0.287128712871;0.999260336427;0.999956462212
0.035643564356;0.297029702970;0.996748360943;0.997442018293
0.035643564356;0.306930693069;0.990380159686;0.991068664975
0.035643564356;0.316831683168;0.980180369989;0.980861059524
0.035643564356;0.326732673267;0.966188452858;0.966858693184
0.035643564356;0.336633663366;0.948458540301;0.949115738388
0.035643564356;0.346534653465;0.927059225906;0.927700839183
0.035643564356;0.356435643564;0.902073299464;0.902696845652
0.035643564356;0.366336633663;0.873597426669;0.874200493390
0.035643564356;0.376237623762;0.841741775142;0.842322029248
0.035643564356;0.386138613861;0.806629588209;0.807184784810
0.035643564356;0.396039603960;0.768396708101;0.768924699249
0.035643564356;0.405940594059;0.727191050404;0.727689793404
0.035643564356;0.415841584158;0.683172031803;0.683639597114
0.035643564356;0.425742574257;0.636509953328;0.636944532032
0.035643564356;0.435643564356;0.587385341497;0.587785252292
0.035643564356;0.445544554455;0.535988249889;0.536351945599
0.035643564356;0.455445544554;0.482517523867;0.482843597424
0.035643564356;0.465346534653;0.427180031283;0.427467221172
0.035643564356;0.475247524752;0.370189862145;0.370437057283
0.035643564356;0.485148514851;0.311767500345;0.311973744384
0.035643564356;0.495049504950;0.252138970654;0.252303465673
0.035643564356;0.504950495050;0.191534964267;0.191657073869
0.035643564356;0.514851485149;0.130189946312;0.130269198078
0.035643564356;0.524752475248;0.068341248747;0.068377336067
0.035643564356;0.534653465347;0.006228152167;0.006220935426
0.035643564356;0.544554455446;-0.055909039924;-0.055959532806
0.035643564356;0.554455445545;-0.117829930801;-0.117923504476
0.035643564356;0.564356435644;-0.179294960566;-0.179431253016
0.035643564356;0.574257425743;-0.240066332960;-0.240244816896
0.035643564356;0.584158415842;-0.299908935349;-0.300128920250
0.035643564356;0.594059405941;-0.358591248329;-0.358851883118
0.035643564356;0.603960396040;-0.415886241432;-0.416186517763
0.035643564356;0.613861386139;-0.471572251460;-0.471911007622
0.035643564356;0.623762376238;-0.525433840058;-0.525809765470
0.035643564356;0.633663366337;-0.577262627203;-0.577674267482
0.035643564356;0.643564356436;-0.626858097387;-0.627303859977
0.035643564356;0.653465346535;-0.674028375370;-0.674506535702
0.035643564356;0.663366336634;-0.718590968510;-0.719099676675
0.035643564356;0.673267326733;-0.760373472792;-0.760910760696
0.035643564356;0.683168316832;-0.799214239823;-0.799778028804
0.035643564356;0.693069306931;-0.834963002222;-0.835551111089
0.035643564356;0.702970297030;-0.867481454971;-0.868091608446
0.035643564356;0.712871287129;-0.896643790493;-0.897273628011
0.035643564356;0.722772277228;-0.922337185379;-0.922984270221
0.035643564356;0.732673267327;-0.944462236874;-0.945124065594
0.035643564356;0.742574257426;-0.962933347453;-0.963607359564
0.035643564356;0.752475247525;-0.977679055977;-0.978362643858
0.035643564356;0.762376237624;-0.988642314164;-0.989332833146
0.035643564356;0.772277227723;-0.995780707299;-0.996475485897
0.035643564356;0.782178217822;-0.999066618325;-0.999762968577
0.035643564356;0.792079207921;-0.998487334690;-0.999182562551
0.035643564356;0.801980198020;-0.994045097530;-0.994736513300
0.035643564356;0.811881188119;-0.985757092999;-0.986442021724
0.035643564356;0.821782178218;-0.973655385775;-0.974331177598
0.035643564356;0.831683168317;-0.957786795013;-0.958450835427
0.035643564356;0.841584158416;-0.938212713207;-0.938862433170
0.035643564356;0.851485148515;-0.915008868678;-0.915641754548
0.035643564356;0.861386138614;-0.888265032592;-0.888878635858
0.035643564356;0.871287128713;-0.858084671656;-0.858676618405
0.035643564356;0.881188118812;-0.824584547823;-0.825152547928
0.035643564356;0.891089108911;-0.787894266564;-0.788436122544
0.035643564356;0.900990099010;-0.748155775450;-0.748669390969
0.035643564356;0.910891089109;-0.705522814983;-0.706006202961
0.035643564356;0.920792079208;-0.660160323804;-0.660611614109
0.035643564356;0.930693069307;-0.612243800580;-0.612661247256
0.035643564356;0.940594059406;-0.561958625031;-0.562340613058
0.035643564356;0.950495049505;-0.509499340731;-0.509844392273
0.035643564356;0.960396039604;-0.455068902461;-0.455375682579
0.035643564356;0.970297029703;-0.398877891013;-0.399145212835
0.035643564356;0.980198019802;-0.341143698493;-0.341370527803
0.035643564356;0.990099009901;-0.282089687277;-0.282275146515
0.044554455446;0.009900990099;-0.276046553102;-0.216017821976
0.044554455446;0.019801980198;-0.215311754080;-0.154898180214
0.044554455446;0.029702970297;-0.149713414974;-0.093179267484
0.044554455446;0.039603960396;-0.067655746687;-0.031099862270
0.044554455446;0.049504950495;0.031058371512;0.031099862270
0.044554455446;0.059405940594;0.093083807681;0.093179267484
0.044554455446;0.069306930693;0.154749120682;0.154898180214
0.044554455446;0.079207920792;0.215815739397;0.216017821976
0.044554455446;0.089108910891;0.276047408943;0.276301732751
0.044554455446;0.099009900990;0.335211104690;0.335516685798
0.044554455446;0.108910891089;0.393077933794;0.393433589967
0.044554455446;0.118811881188;0.449424020734;0.449828376008
0.044554455446;0.128712871287;0.504031373447;0.504482863449
0.044554455446;0.138613861386;0.556688726692;0.557185604695
0.044554455446;0.148514851485;0.607192359400;0.607732703081
0.044554455446;0.158415841584;0.655346882827;0.655928601700
0.044554455446;0.168316831683;0.700965996476;0.701586839985
0.044554455446;0.178217821782;0.743873208861;0.744530775081
0.044554455446;0.188118811881;0.783902520310;0.784594265246
0.044554455446;0.198019801980;0.820899065194;0.821622312620
0.044554455446;0.207920792079;0.854719711069;0.855471662881
0.044554455446;0.217821782178;0.885233612426;0.886011359468
0.044554455446;0.227722772277;0.912322716909;0.913123250229
0.044554455446;0.237623762376;0.935882222034;0.936702444524
0.044554455446;0.247524752475;0.955820980653;0.956657719031
0.044554455446;0.257425742574;0.972061853583;0.972911870671
0.044554455446;0.267326732673;0.984542008040;0.985402015289
0.044554455446;0.277227722772;0.993213160733;0.994079830940
0.044554455446;0.287128712871;0.998041764656;0.998911744843
0.044554455446;0.297029702970;0.999009138878;0.999879063260
0.044554455446;0.306930693069;0.996111540817;0.996978043826
0.044554455446;0.316831683168;0.989360180716;0.990219910020
0.044554455446;0.326732673267;0.978781178276;0.979630807749
0.044554455446;0.336633663366;0.964415461602;0.965251704193
0.044554455446;0.346534653465;0.946318608862;0.947138229311
0.044554455446;0.356435643564;0.924560633262;0.925360460617
0.044554455446;0.366336633663;0.899225712184;0.900002652069
0.044554455446;0.376237623762;0.870411861516;0.871162908100
0.044554455446;0.386138613861;0.838230556448;0.838952804078
0.044554455446;0.396039603960;0.802806300198;0.803496954639
0.044554455446;0.405940594059;0.764276142332;0.764932531575
0.044554455446;0.415841584158;0.722789148544;0.723408733147
0.044554455446;0.425742574257;0.678505823955;0.679086206866
0.044554455446;0.435643564356;0.631597492145;0.632136427974
0.044554455446;0.445544554455;0.582245632336;0.582741036046
0.044554455446;0.455445544554;0.530641177287;0.531091132257
0.044554455446;0.465346534653;0.476983774609;0.477386540051
0.044554455446;0.475247524752;0.421481014369;0.421835032062
0.044554455446;0.485148514851;0.364347625965;0.364651526283
0.044554455446;0.495049504950;0.305804647376;0.306057254588
0.044554455446;0.504950495050;0.246078570015;0.246278906832
0.044554455446;0.514851485149;0.185400462471;0.185547753829
0.044554455446;0.524752475248;0.124005076556;0.124098752613
0.044554455446;0.534653465347;0.062129939089;0.062169637431
0.044554455446;0.544554455446;0.000014432958;0.000000000000
0.044554455446;0.554455445545;-0.062101129012;-0.062169637431
0.044554455446;0.564356435644;-0.123976433778;-0.124098752613
0.044554455446;0.574257425743;-0.185372097806;-0.185547753829
0.044554455446;0.584158415842;-0.246050593199;-0.246278906832
0.044554455446;0.594059405941;-0.305777166647;-0.306057254588
0.044554455446;0.603960396040;-0.364320747639;-0.364651526283
0.044554455446;0.613861386139;-0.421454842435;-0.421835032062
0.044554455446;0.623762376238;-0.476958410319;-0.477386540051
0.044554455446;0.633663366337;-0.530616718772;-0.531091132257
0.044554455446;0.643564356436;-0.582222174221;-0.582741036046
0.044554455446;0.653465346535;-0.631575125185;-0.632136427974
0.044554455446;0.663366336634;-0.678484634684;-0.679086206866
0.044554455446;0.673267326733;-0.722769218939;-0.723408733147
0.044554455446;0.683168316832;-0.764257549495;-0.764932531575
0.044554455446;0.693069306931;-0.802789116063;-0.803496954639
0.044554455446;0.702970297030;-0.838214847497;-0.838952804078
0.044554455446;0.712871287129;-0.870397688523;-0.871162908100
0.044554455446;0.722772277228;-0.899213129982;-0.900002652069
0.044554455446;0.732673267327;-0.924549690529;-0.925360460617
0.044554455446;0.742574257426;-0.946309347932;-0.947138229311
0.044554455446;0.752475247525;-0.964407918306;-0.965251704193
0.044554455446;0.762376237624;-0.978775381796;-0.979630807749
0.044554455446;0.772277227723;-0.989356153478;-0.990219910020
0.044554455446;0.782178217822;-0.996109298402;-0.996978043826
0.044554455446;0.792079207921;-0.999008689961;-0.999879063260
0.044554455446;0.801980198020;-0.998043110974;-0.998911744843
